embedding,instrument,train_set,test_set,precision,recall,f1-score,support,accuracy,roc_auc,ap
vggish-k,trumpet,irmas,irmas,0.3648208469055374,0.7466666666666667,0.4901531728665207,150.0,0.8601440576230492,0.8908663148636764,0.6212634856622261
vggish-k,violin,irmas,irmas,0.2903225806451613,0.6923076923076923,0.4090909090909091,143.0,0.8283313325330132,0.8622106717970145,0.4905819785268044
vggish-k,voice,irmas,irmas,0.7669491525423728,0.9476439790575916,0.847775175644028,191.0,0.960984393757503,0.9871221936285384,0.9362134189259812
vggish-k,cello,openmic,openmic,0.7713178294573644,0.8805309734513275,0.822314049586777,226.0,0.822680412371134,0.8882700652612157,0.8497358826990136
vggish-k,clarinet,openmic,openmic,0.3451612903225806,0.781021897810219,0.4787472035794183,137.0,0.6359375,0.7458460913352004,0.4185945653472844
vggish-k,flute,openmic,openmic,0.4870848708487085,0.7542857142857143,0.5919282511210763,175.0,0.6761565836298933,0.7787523071244001,0.6174667656662088
vggish-k,guitar,openmic,openmic,0.9891304347826086,0.9545454545454546,0.9715302491103204,286.0,0.963302752293578,0.9902797202797204,0.9948540844326814
vggish-k,organ,openmic,openmic,0.5806451612903226,0.5950413223140496,0.5877551020408163,121.0,0.765661252900232,0.8325513196480939,0.6194021918613589
vggish-k,piano,openmic,openmic,0.9413793103448276,0.9578947368421052,0.9495652173913044,285.0,0.9301204819277108,0.9716329284750338,0.985383215683497
vggish-k,saxophone,openmic,openmic,0.796923076923077,0.8491803278688524,0.8222222222222222,305.0,0.821939586645469,0.9056365108277676,0.8895966198849994
vggish-k,trumpet,openmic,openmic,0.7084548104956269,0.7641509433962265,0.7352496217851741,318.0,0.7770700636942676,0.8525918144721425,0.7994644050170083
vggish-k,violin,openmic,openmic,0.8782383419689119,0.8604060913705583,0.8692307692307691,394.0,0.838351822503962,0.905737968258048,0.921924925301102
vggish-k,voice,openmic,openmic,0.9288888888888888,0.9330357142857144,0.930957683741648,224.0,0.9171122994652406,0.9701190476190475,0.9802331111440112
vggish-k,cello,irmas,openmic,0.6218181818181818,0.7566371681415929,0.6826347305389221,226.0,0.6721649484536083,0.7423548706734548,0.702927111979848
vggish-k,clarinet,irmas,openmic,0.2970027247956403,0.7956204379562044,0.4325396825396825,137.0,0.553125,0.6862329671605404,0.3297484626035268
vggish-k,flute,irmas,openmic,0.3976608187134502,0.7771428571428571,0.5261121856866537,175.0,0.5640569395017794,0.7174898486526394,0.5883034838672405
vggish-k,guitar,irmas,openmic,0.9746376811594204,0.9405594405594404,0.9572953736654805,286.0,0.944954128440367,0.9816083916083916,0.9902348970297884
vggish-k,organ,irmas,openmic,0.3832335329341317,0.5289256198347108,0.4444444444444445,121.0,0.62877030162413,0.6390029325513196,0.4030085238477066
vggish-k,piano,irmas,openmic,0.9315068493150684,0.9543859649122808,0.9428076256499132,285.0,0.9204819277108434,0.9623751686909582,0.9816538330363388
vggish-k,saxophone,irmas,openmic,0.7219101123595506,0.8426229508196721,0.7776096822995462,305.0,0.766295707472178,0.848067192875936,0.8194352085770368
vggish-k,trumpet,irmas,openmic,0.6240409207161125,0.7672955974842768,0.688293370944993,318.0,0.7184713375796178,0.8049977778675609,0.7237868031577591
vggish-k,violin,irmas,openmic,0.8428927680798005,0.8578680203045685,0.850314465408805,394.0,0.8114104595879557,0.8657606716785538,0.906053052469762
vggish-k,voice,irmas,openmic,0.952127659574468,0.7991071428571429,0.8689320388349515,224.0,0.8556149732620321,0.9641071428571428,0.9762854071382157
vggish-k,cello,openmic,irmas,0.1952662721893491,0.7021276595744681,0.3055555555555555,94.0,0.8199279711884754,0.8455213578041252,0.359573055603661
vggish-k,clarinet,openmic,irmas,0.3196202531645569,0.7952755905511811,0.455981941309255,127.0,0.8553421368547419,0.8891907517408277,0.5129625646408533
vggish-k,flute,openmic,irmas,0.2916666666666667,0.6363636363636364,0.4,121.0,0.8613445378151261,0.8498274893685309,0.4749592336055088
vggish-k,guitar,openmic,irmas,0.6160458452722063,0.6213872832369942,0.6187050359712231,346.0,0.84093637454982,0.8643632860395867,0.696871671758348
vggish-k,organ,openmic,irmas,0.0757575757575757,0.028735632183908,0.0416666666666666,174.0,0.8619447779111644,0.5283696958491264,0.1130334598200034
vggish-k,piano,openmic,irmas,0.4755555555555555,0.6294117647058823,0.5417721518987343,170.0,0.8913565426170468,0.8355614973262032,0.6252890521372138
vggish-k,saxophone,openmic,irmas,0.259515570934256,0.5,0.3416856492027335,150.0,0.826530612244898,0.7717634124890063,0.2709987211412355
vggish-k,trumpet,openmic,irmas,0.3602941176470588,0.6533333333333333,0.4644549763033175,150.0,0.8643457382953181,0.848117854001759,0.5274505732809197
vggish-k,violin,openmic,irmas,0.3202846975088968,0.6293706293706294,0.4245283018867924,143.0,0.8535414165666266,0.815279926901726,0.4274174985188859
vggish-k,voice,openmic,irmas,0.6127819548872181,0.8534031413612565,0.7133479212253829,191.0,0.9213685474189676,0.9579093087230456,0.8054751958447194
openl3-k,cello,irmas,irmas,0.4581005586592179,0.8723404255319149,0.6007326007326007,94.0,0.9345738295318128,0.9678008770505117,0.7491885602944174
openl3-k,clarinet,irmas,irmas,0.3745173745173745,0.7637795275590551,0.5025906735751295,127.0,0.8847539015606243,0.9089141635073394,0.6411424856023236
openl3-k,flute,irmas,irmas,0.3424124513618677,0.7272727272727273,0.4656084656084656,121.0,0.8787515006002401,0.9043675947471184,0.5815451488615717
openl3-k,guitar,irmas,irmas,0.6930022573363431,0.8872832369942196,0.7782002534854247,346.0,0.8949579831932774,0.9617402347171132,0.8683886808565612
openl3-k,organ,irmas,irmas,0.6461538461538462,0.9655172413793104,0.7741935483870969,174.0,0.9411764705882352,0.9873193430094604,0.8862497288773451
openl3-k,piano,irmas,irmas,0.7365853658536585,0.888235294117647,0.8053333333333332,170.0,0.9561824729891956,0.979333123623781,0.9221556211626294
openl3-k,saxophone,irmas,irmas,0.2908587257617728,0.7,0.4109589041095891,150.0,0.819327731092437,0.8591204925241864,0.4804426979077882
openl3-k,trumpet,irmas,irmas,0.508,0.8466666666666667,0.635,150.0,0.9123649459783914,0.95292436235708,0.7314514272090608
openl3-k,violin,irmas,irmas,0.3669064748201439,0.7132867132867133,0.4845605700712589,143.0,0.8697478991596639,0.8920468894204941,0.5254657433900174
openl3-k,voice,irmas,irmas,0.7711864406779662,0.9528795811518324,0.8524590163934427,191.0,0.96218487394958,0.9922584080220074,0.957776358163854
openl3-k,cello,openmic,openmic,0.774468085106383,0.8053097345132744,0.789587852494577,226.0,0.8,0.8906276693887314,0.8553630583851399
openl3-k,clarinet,openmic,openmic,0.3445945945945945,0.7445255474452555,0.4711316397228637,137.0,0.6421875,0.7553075706345866,0.4279149183536099
openl3-k,flute,openmic,openmic,0.4763636363636364,0.7485714285714286,0.5822222222222222,175.0,0.6654804270462633,0.7725655223329642,0.609995264732437
openl3-k,guitar,openmic,openmic,0.9820143884892086,0.9545454545454546,0.9680851063829786,286.0,0.9587155963302753,0.9883216783216784,0.9944142192817548
openl3-k,organ,openmic,openmic,0.5694444444444444,0.6776859504132231,0.6188679245283019,121.0,0.765661252900232,0.8331644894694747,0.6080907733019663
openl3-k,piano,openmic,openmic,0.9482758620689656,0.9649122807017544,0.9565217391304348,285.0,0.9397590361445785,0.975978407557355,0.988005204167684
openl3-k,saxophone,openmic,openmic,0.7683284457478006,0.8590163934426229,0.8111455108359132,305.0,0.8060413354531002,0.884355393645011,0.86302926168763
openl3-k,trumpet,openmic,openmic,0.7101449275362319,0.7704402515723271,0.7390648567119155,318.0,0.7796178343949045,0.8495212314653954,0.7900458821931376
openl3-k,violin,openmic,openmic,0.8604060913705583,0.8604060913705583,0.8604060913705583,394.0,0.8256735340729001,0.9130630341193856,0.9366948571664108
openl3-k,voice,openmic,openmic,0.9151785714285714,0.9151785714285714,0.9151785714285714,224.0,0.8983957219251337,0.9684226190476192,0.9787737930816588
openl3-k,cello,irmas,openmic,0.6394557823129252,0.415929203539823,0.5040214477211796,226.0,0.6185567010309279,0.6815013496429427,0.6275653223878721
openl3-k,clarinet,irmas,openmic,0.2638888888888889,0.4160583941605839,0.3229461756373938,137.0,0.6265625,0.6530016978421442,0.293219904734681
openl3-k,flute,irmas,openmic,0.4890829694323144,0.64,0.5544554455445545,175.0,0.6797153024911032,0.7347360649686231,0.5241252841752748
openl3-k,guitar,irmas,openmic,0.972972972972973,0.8811188811188811,0.924770642201835,286.0,0.9059633027522936,0.9734731934731936,0.9870604306352582
openl3-k,organ,irmas,openmic,0.4838709677419355,0.371900826446281,0.4205607476635514,121.0,0.7122969837587007,0.6702479338842976,0.4662822626538987
openl3-k,piano,irmas,openmic,0.976,0.856140350877193,0.9121495327102804,285.0,0.8867469879518072,0.9634547908232118,0.9838684866516444
openl3-k,saxophone,irmas,openmic,0.7230215827338129,0.659016393442623,0.6895368782161234,305.0,0.712241653418124,0.7758348512446874,0.7170604957689541
openl3-k,trumpet,irmas,openmic,0.611336032388664,0.4748427672955975,0.5345132743362833,318.0,0.664968152866242,0.7183211452735916,0.6110712103985663
openl3-k,violin,irmas,openmic,0.8559322033898306,0.7690355329949239,0.8101604278074866,394.0,0.7749603803486529,0.8541198140889716,0.8919918867079863
openl3-k,voice,irmas,openmic,0.9700598802395208,0.7232142857142857,0.8286445012787723,224.0,0.820855614973262,0.9638988095238096,0.9745998297044104
openl3-k,cello,openmic,irmas,0.1570796460176991,0.7553191489361702,0.2600732600732601,94.0,0.7575030012004802,0.839241243029614,0.3229754729008217
openl3-k,clarinet,openmic,irmas,0.2318840579710145,0.7559055118110236,0.354898336414048,127.0,0.790516206482593,0.8520616209523517,0.2810177515639906
openl3-k,flute,openmic,irmas,0.1725663716814159,0.6446280991735537,0.2722513089005235,121.0,0.7496998799519808,0.7832678060392093,0.2334862428846932
openl3-k,guitar,openmic,irmas,0.4906015037593985,0.7543352601156069,0.5945330296127562,346.0,0.7863145258103241,0.8767954107549483,0.6818418530681946
openl3-k,organ,openmic,irmas,0.0463576158940397,0.0402298850574712,0.043076923076923,174.0,0.8133253301320528,0.3762018119626514,0.0802402450347005
openl3-k,piano,openmic,irmas,0.2514506769825919,0.7647058823529411,0.378457059679767,170.0,0.7436974789915967,0.8505622837370242,0.62632066787499
openl3-k,saxophone,openmic,irmas,0.2234957020057306,0.52,0.312625250501002,150.0,0.7941176470588235,0.7568865435356201,0.2397664376727001
openl3-k,trumpet,openmic,irmas,0.3224852071005917,0.7266666666666667,0.4467213114754099,150.0,0.8379351740696278,0.8678583992963941,0.5347489808436149
openl3-k,violin,openmic,irmas,0.2363636363636363,0.6363636363636364,0.3446969696969696,143.0,0.7923169267707083,0.8054171698295138,0.3519200770399938
openl3-k,voice,openmic,irmas,0.5386904761904762,0.9476439790575916,0.6869070208728653,191.0,0.9009603841536614,0.9795048362765107,0.9112918454575104
yamnet-k,cello,irmas,irmas,0.4205128205128205,0.8723404255319149,0.5674740484429065,94.0,0.924969987995198,0.9631652319852744,0.758274755706107
yamnet-k,clarinet,irmas,irmas,0.3694915254237288,0.8582677165354331,0.5165876777251185,127.0,0.8775510204081632,0.9177500473259556,0.6842389927175302
yamnet-k,flute,irmas,irmas,0.3741258741258741,0.8842975206611571,0.5257985257985258,121.0,0.8841536614645858,0.941271496964348,0.7218687542556377
yamnet-k,guitar,irmas,irmas,0.7015945330296127,0.8901734104046243,0.7847133757961784,346.0,0.8985594237695078,0.9658434051497636,0.8947358275962217
yamnet-k,organ,irmas,irmas,0.642023346303502,0.9482758620689656,0.765661252900232,174.0,0.93937575030012,0.9870959292471726,0.8860202460702329
yamnet-k,piano,irmas,irmas,0.6944444444444444,0.8823529411764706,0.7772020725388601,170.0,0.9483793517406964,0.9756212645486002,0.8928356177737313
yamnet-k,saxophone,irmas,irmas,0.323943661971831,0.7666666666666667,0.4554455445544555,150.0,0.8349339735894358,0.8975637642919966,0.5213697983871897
yamnet-k,trumpet,irmas,irmas,0.5263157894736842,0.8666666666666667,0.654911838790932,150.0,0.9177671068427372,0.9640501319261212,0.8460822233381398
yamnet-k,violin,irmas,irmas,0.3888888888888889,0.7832167832167832,0.5197215777262181,143.0,0.8757503001200481,0.9097337331086508,0.6792765493263057
yamnet-k,voice,irmas,irmas,0.7939914163090128,0.9685863874345548,0.8726415094339622,191.0,0.9675870348139256,0.9929754192918626,0.9479815734589118
yamnet-k,cello,openmic,openmic,0.8068669527896996,0.831858407079646,0.8191721132897604,226.0,0.8288659793814434,0.9119486110636552,0.8881750791348377
yamnet-k,clarinet,openmic,openmic,0.3661971830985915,0.7591240875912408,0.4940617577197149,137.0,0.6671875,0.7668151673898216,0.4489261575303125
yamnet-k,flute,openmic,openmic,0.5189393939393939,0.7828571428571428,0.6241457858769931,175.0,0.7064056939501779,0.8187080103359173,0.7068482773693527
yamnet-k,guitar,openmic,openmic,0.9927272727272728,0.9545454545454546,0.9732620320855616,286.0,0.9655963302752294,0.9916550116550116,0.9964696563970196
yamnet-k,organ,openmic,openmic,0.5507246376811594,0.628099173553719,0.5868725868725869,121.0,0.7517401392111369,0.8282324713409758,0.6334345011463656
yamnet-k,piano,openmic,openmic,0.9455782312925172,0.975438596491228,0.9602763385146804,285.0,0.944578313253012,0.9854520917678812,0.9928668127455136
yamnet-k,saxophone,openmic,openmic,0.8164556962025317,0.8459016393442623,0.8309178743961353,305.0,0.8330683624801272,0.9148957700870268,0.905388272824277
yamnet-k,trumpet,openmic,openmic,0.7308868501529052,0.7515723270440252,0.7410852713178294,318.0,0.7872611464968153,0.8739444870914307,0.8335576802890299
yamnet-k,violin,openmic,openmic,0.9108108108108108,0.8553299492385786,0.8821989528795812,394.0,0.8573692551505546,0.9355201439311188,0.9535185726109296
yamnet-k,voice,openmic,openmic,0.949074074074074,0.9151785714285714,0.9318181818181818,224.0,0.9197860962566844,0.9769940476190476,0.985961778689155
yamnet-k,cello,irmas,openmic,0.6926406926406926,0.7079646017699115,0.7002188183807441,226.0,0.7175257731958763,0.8031913076160864,0.7719095566002916
yamnet-k,clarinet,irmas,openmic,0.3452914798206278,0.5620437956204379,0.4277777777777777,137.0,0.678125,0.6890627040675654,0.3835197322862078
yamnet-k,flute,irmas,openmic,0.4612676056338028,0.7485714285714286,0.5708061002178648,175.0,0.6494661921708185,0.7321963824289406,0.6094687360873825
yamnet-k,guitar,irmas,openmic,0.9846743295019156,0.8986013986013986,0.939670932358318,286.0,0.9243119266055044,0.980932400932401,0.9914765989830694
yamnet-k,organ,irmas,openmic,0.4729729729729729,0.5785123966942148,0.5204460966542751,121.0,0.7006960556844548,0.7350306584910691,0.55733255356813
yamnet-k,piano,irmas,openmic,0.9688715953307392,0.8736842105263158,0.918819188191882,285.0,0.8939759036144578,0.9637246963562752,0.9837681562605588
yamnet-k,saxophone,irmas,openmic,0.7454545454545455,0.8065573770491803,0.7748031496062993,305.0,0.7726550079491256,0.8506881198138029,0.8319203596403806
yamnet-k,trumpet,irmas,openmic,0.6655948553054662,0.6509433962264151,0.6581875993640699,318.0,0.7261146496815286,0.7906077868907653,0.7237773955061902
yamnet-k,violin,irmas,openmic,0.8971428571428571,0.7969543147208121,0.8440860215053763,394.0,0.8161648177496038,0.8730000642549638,0.9198538221465472
yamnet-k,voice,irmas,openmic,0.965174129353234,0.8660714285714286,0.9129411764705884,224.0,0.9010695187165776,0.976339285714286,0.9846845114938376
yamnet-k,cello,openmic,irmas,0.2569444444444444,0.7872340425531915,0.3874345549738219,94.0,0.8595438175270108,0.8866195658058579,0.6031288222315037
yamnet-k,clarinet,openmic,irmas,0.3484848484848485,0.7244094488188977,0.4705882352941176,127.0,0.8757503001200481,0.8802064946560044,0.5963345242177598
yamnet-k,flute,openmic,irmas,0.2171052631578947,0.8181818181818182,0.3431542461005199,121.0,0.7725090036014406,0.8515392227660542,0.524993318194341
yamnet-k,guitar,openmic,irmas,0.5730593607305936,0.7254335260115607,0.6403061224489797,346.0,0.8307322929171669,0.8936503765983534,0.7141078847502801
yamnet-k,organ,openmic,irmas,0.2176870748299319,0.1839080459770115,0.1993769470404984,174.0,0.8457382953181273,0.5531416597331361,0.1627606809436156
yamnet-k,piano,openmic,irmas,0.2639821029082774,0.6941176470588235,0.3824959481361425,170.0,0.7713085234093637,0.8406849638251023,0.603427393135051
yamnet-k,saxophone,openmic,irmas,0.2640449438202247,0.6266666666666667,0.3715415019762846,150.0,0.8091236494597839,0.8175769569041336,0.3465131881454057
yamnet-k,trumpet,openmic,irmas,0.3838383838383838,0.76,0.5100671140939597,150.0,0.868547418967587,0.8995866314863676,0.5777368713604278
yamnet-k,violin,openmic,irmas,0.296875,0.6643356643356644,0.4103671706263499,143.0,0.8361344537815126,0.8283797620632815,0.3846294011371254
yamnet-k,voice,openmic,irmas,0.5880503144654088,0.9790575916230366,0.7347740667976425,191.0,0.918967587034814,0.9860573254059808,0.9188762080120184
vggish-klda,cello,irmas,irmas,0.3018867924528302,0.851063829787234,0.4456824512534819,94.0,0.8805522208883554,0.9420172161767096,0.6265261861448458
vggish-klda,clarinet,irmas,irmas,0.2567901234567901,0.8188976377952756,0.3909774436090226,127.0,0.8055222088835534,0.8911298368405702,0.4810608252139894
vggish-klda,flute,irmas,irmas,0.3344827586206896,0.8016528925619835,0.4720194647201947,121.0,0.8697478991596639,0.9084811040680414,0.6222670153567804
vggish-klda,guitar,irmas,irmas,0.6206896551724138,0.8323699421965318,0.7111111111111112,346.0,0.8595438175270108,0.9318772990015765,0.8293730577046665
vggish-klda,organ,irmas,irmas,0.4563380281690141,0.9310344827586208,0.612476370510397,174.0,0.8769507803121248,0.9687143693568764,0.7627786554594804
vggish-klda,piano,irmas,irmas,0.6457399103139013,0.8470588235294118,0.7328244274809159,170.0,0.9369747899159664,0.9617922302610884,0.8292332075907755
vggish-klda,saxophone,irmas,irmas,0.2712328767123287,0.66,0.3844660194174757,150.0,0.8097238895558223,0.817792436235708,0.3788283161080883
vggish-klda,trumpet,irmas,irmas,0.3648208469055374,0.7466666666666667,0.4901531728665207,150.0,0.8601440576230492,0.8908575197889183,0.6212467224562165
vggish-klda,violin,irmas,irmas,0.2903225806451613,0.6923076923076923,0.4090909090909091,143.0,0.8283313325330132,0.8622198549972682,0.490473284741739
vggish-klda,voice,irmas,irmas,0.7669491525423728,0.9476439790575916,0.847775175644028,191.0,0.960984393757503,0.9871150945070548,0.9361805729917788
vggish-klda,cello,openmic,openmic,0.7713178294573644,0.8805309734513275,0.822314049586777,226.0,0.822680412371134,0.8882871493490964,0.8497462915258508
vggish-klda,clarinet,openmic,openmic,0.3451612903225806,0.781021897810219,0.4787472035794183,137.0,0.6359375,0.7458460913352005,0.4186940724020013
vggish-klda,flute,openmic,openmic,0.4870848708487085,0.7542857142857143,0.5919282511210763,175.0,0.6761565836298933,0.7787523071244001,0.6174667656662088
vggish-klda,guitar,openmic,openmic,0.9891304347826086,0.9545454545454546,0.9715302491103204,286.0,0.963302752293578,0.9902797202797204,0.9948540844326814
vggish-klda,organ,openmic,openmic,0.5806451612903226,0.5950413223140496,0.5877551020408163,121.0,0.765661252900232,0.8325513196480939,0.6193205924935057
vggish-klda,piano,openmic,openmic,0.9413793103448276,0.9578947368421052,0.9495652173913044,285.0,0.9301204819277108,0.9716329284750338,0.985383215683497
vggish-klda,saxophone,openmic,openmic,0.796923076923077,0.8491803278688524,0.8222222222222222,305.0,0.821939586645469,0.9056365108277676,0.8895966198849994
vggish-klda,trumpet,openmic,openmic,0.7084548104956269,0.7641509433962265,0.7352496217851741,318.0,0.7770700636942676,0.8526052819414703,0.7994749614806275
vggish-klda,violin,openmic,openmic,0.8782383419689119,0.8604060913705583,0.8692307692307691,394.0,0.838351822503962,0.905737968258048,0.921924925301102
vggish-klda,voice,openmic,openmic,0.9288888888888888,0.9330357142857144,0.930957683741648,224.0,0.9171122994652406,0.9701190476190475,0.9802331111440112
vggish-klda,cello,irmas,openmic,0.6218181818181818,0.7566371681415929,0.6826347305389221,226.0,0.6721649484536083,0.7422865343219325,0.7028547454476002
vggish-klda,clarinet,irmas,openmic,0.2970027247956403,0.7956204379562044,0.4325396825396825,137.0,0.553125,0.6862329671605404,0.3297484626035268
vggish-klda,flute,irmas,openmic,0.3976608187134502,0.7771428571428571,0.5261121856866537,175.0,0.5640569395017794,0.7175193798449613,0.5882648737989516
vggish-klda,guitar,irmas,openmic,0.9746376811594204,0.9405594405594404,0.9572953736654805,286.0,0.944954128440367,0.9816083916083916,0.9902348970297884
vggish-klda,organ,irmas,openmic,0.3832335329341317,0.5289256198347108,0.4444444444444445,121.0,0.62877030162413,0.6390029325513196,0.4030085238477066
vggish-klda,piano,irmas,openmic,0.9315068493150684,0.9543859649122808,0.9428076256499132,285.0,0.9204819277108434,0.9623481781376518,0.9816385865868816
vggish-klda,saxophone,irmas,openmic,0.7219101123595506,0.8426229508196721,0.7776096822995462,305.0,0.766295707472178,0.848067192875936,0.8194352085770368
vggish-klda,trumpet,irmas,openmic,0.6240409207161125,0.7672955974842768,0.688293370944993,318.0,0.7184713375796178,0.8049775766635691,0.7237547531169004
vggish-klda,violin,irmas,openmic,0.8428927680798005,0.8578680203045685,0.850314465408805,394.0,0.8114104595879557,0.8657499625179379,0.906045438115144
vggish-klda,voice,irmas,openmic,0.952127659574468,0.7991071428571429,0.8689320388349515,224.0,0.8556149732620321,0.9641369047619048,0.9763061050725615
vggish-klda,cello,openmic,irmas,0.1952662721893491,0.7021276595744681,0.3055555555555555,94.0,0.8199279711884754,0.8455145904390665,0.359560477108186
vggish-klda,clarinet,openmic,irmas,0.3196202531645569,0.7952755905511811,0.455981941309255,127.0,0.8553421368547419,0.8892367986165473,0.5130868425178471
vggish-klda,flute,openmic,irmas,0.2916666666666667,0.6363636363636364,0.4,121.0,0.8613445378151261,0.8498274893685309,0.4749592336055088
vggish-klda,guitar,openmic,irmas,0.6160458452722063,0.6213872832369942,0.6187050359712231,346.0,0.84093637454982,0.8643742336661412,0.6969268946141891
vggish-klda,organ,openmic,irmas,0.0757575757575757,0.028735632183908,0.0416666666666666,174.0,0.8619447779111644,0.5283889556562201,0.1130385963790623
vggish-klda,piano,openmic,irmas,0.4755555555555555,0.6294117647058823,0.5417721518987343,170.0,0.8913565426170468,0.8355418370556779,0.6252647155020172
vggish-klda,saxophone,openmic,irmas,0.259515570934256,0.5,0.3416856492027335,150.0,0.826530612244898,0.7717590149516271,0.2709977074476608
vggish-klda,trumpet,openmic,irmas,0.3602941176470588,0.6533333333333333,0.4644549763033175,150.0,0.8643457382953181,0.8481222515391381,0.5273597850464201
vggish-klda,violin,openmic,irmas,0.3202846975088968,0.6293706293706294,0.4245283018867924,143.0,0.8535414165666266,0.8152937017021061,0.4273732123049684
vggish-klda,voice,openmic,irmas,0.6127819548872181,0.8534031413612565,0.7133479212253829,191.0,0.9213685474189676,0.9579093087230456,0.8054751958447194
openl3-klda,cello,irmas,irmas,0.4581005586592179,0.8723404255319149,0.6007326007326007,94.0,0.9345738295318128,0.9678008770505117,0.7491885602944174
openl3-klda,clarinet,irmas,irmas,0.3745173745173745,0.7637795275590551,0.5025906735751295,127.0,0.8847539015606243,0.9089243961463882,0.6411661398160987
openl3-klda,flute,irmas,irmas,0.3424124513618677,0.7272727272727273,0.4656084656084656,121.0,0.8787515006002401,0.904367594747118,0.5814939254337248
openl3-klda,guitar,irmas,irmas,0.6914414414414415,0.8872832369942196,0.7772151898734176,346.0,0.8943577430972389,0.961744613767735,0.8684012837150819
openl3-klda,organ,irmas,irmas,0.6461538461538462,0.9655172413793104,0.7741935483870969,174.0,0.9411764705882352,0.9873193430094604,0.8862456016235275
openl3-klda,piano,irmas,irmas,0.7365853658536585,0.888235294117647,0.8053333333333332,170.0,0.9561824729891956,0.979333123623781,0.9221556211626294
openl3-klda,saxophone,irmas,irmas,0.2908587257617728,0.7,0.4109589041095891,150.0,0.819327731092437,0.8590809146877748,0.4804519279175385
openl3-klda,trumpet,irmas,irmas,0.508,0.8466666666666667,0.635,150.0,0.9123649459783914,0.95292436235708,0.7314632822953132
openl3-klda,violin,irmas,irmas,0.3669064748201439,0.7132867132867133,0.4845605700712589,143.0,0.8697478991596639,0.8920422978203673,0.5255635822281038
openl3-klda,voice,irmas,irmas,0.7711864406779662,0.9528795811518324,0.8524590163934427,191.0,0.96218487394958,0.9922584080220074,0.957776358163854
openl3-klda,cello,openmic,openmic,0.774468085106383,0.8053097345132744,0.789587852494577,226.0,0.8,0.8906276693887314,0.8553630583851399
openl3-klda,clarinet,openmic,openmic,0.3445945945945945,0.7445255474452555,0.4711316397228637,137.0,0.6421875,0.7553511050485409,0.4279977649357844
openl3-klda,flute,openmic,openmic,0.4763636363636364,0.7485714285714286,0.5822222222222222,175.0,0.6654804270462633,0.7725655223329642,0.609995264732437
openl3-klda,guitar,openmic,openmic,0.9820143884892086,0.9545454545454546,0.9680851063829786,286.0,0.9587155963302753,0.9883216783216784,0.9944142192817548
openl3-klda,organ,openmic,openmic,0.5694444444444444,0.6776859504132231,0.6188679245283019,121.0,0.765661252900232,0.8331644894694747,0.6080907733019663
openl3-klda,piano,openmic,openmic,0.9482758620689656,0.9649122807017544,0.9565217391304348,285.0,0.9397590361445785,0.975978407557355,0.988005204167684
openl3-klda,saxophone,openmic,openmic,0.7660818713450293,0.8590163934426229,0.8098918083462133,305.0,0.8044515103338633,0.884314916008905,0.862948188569026
openl3-klda,trumpet,openmic,openmic,0.7101449275362319,0.7704402515723271,0.7390648567119155,318.0,0.7796178343949045,0.8495346989347232,0.7900565021560282
openl3-klda,violin,openmic,openmic,0.8604060913705583,0.8604060913705583,0.8604060913705583,394.0,0.8256735340729001,0.9130523249587698,0.9366882846718392
openl3-klda,voice,openmic,openmic,0.9151785714285714,0.9151785714285714,0.9151785714285714,224.0,0.8983957219251337,0.9684226190476192,0.9787737930816588
openl3-klda,cello,irmas,openmic,0.6394557823129252,0.415929203539823,0.5040214477211796,226.0,0.6185567010309279,0.6814671814671815,0.6275482002812091
openl3-klda,clarinet,irmas,openmic,0.2638888888888889,0.4160583941605839,0.3229461756373938,137.0,0.6265625,0.6531032781413707,0.2932866443776186
openl3-klda,flute,irmas,openmic,0.4890829694323144,0.64,0.5544554455445545,175.0,0.6797153024911032,0.7347655961609451,0.5241389042465351
openl3-klda,guitar,irmas,openmic,0.972972972972973,0.8811188811188811,0.924770642201835,286.0,0.9059633027522936,0.9734731934731936,0.9870604306352582
openl3-klda,organ,irmas,openmic,0.4838709677419355,0.371900826446281,0.4205607476635514,121.0,0.7122969837587007,0.6701146360970408,0.4661560083017385
openl3-klda,piano,irmas,openmic,0.976,0.856140350877193,0.9121495327102804,285.0,0.8867469879518072,0.9634547908232118,0.9838684866516444
openl3-klda,saxophone,irmas,openmic,0.7230215827338129,0.659016393442623,0.6895368782161234,305.0,0.712241653418124,0.775905687107873,0.7171276218191207
openl3-klda,trumpet,irmas,openmic,0.611336032388664,0.4748427672955975,0.5345132743362833,318.0,0.664968152866242,0.7183211452735916,0.6111026074326888
openl3-klda,violin,irmas,openmic,0.8559322033898306,0.7690355329949239,0.8101604278074866,394.0,0.7749603803486529,0.8540448499646597,0.8919349031400496
openl3-klda,voice,irmas,openmic,0.9700598802395208,0.7232142857142857,0.8286445012787723,224.0,0.820855614973262,0.9638988095238096,0.9745998297044104
openl3-klda,cello,openmic,irmas,0.1570796460176991,0.7553191489361702,0.2600732600732601,94.0,0.7575030012004802,0.8392480103946728,0.3229849554885833
openl3-klda,clarinet,openmic,irmas,0.2318840579710145,0.7559055118110236,0.354898336414048,127.0,0.790516206482593,0.8520053414375834,0.2809193005502285
openl3-klda,flute,openmic,irmas,0.1725663716814159,0.6446280991735537,0.2722513089005235,121.0,0.7496998799519808,0.7832517585386077,0.2334304950095791
